ACFT_ID;Profile_ID;Stage Length;Step Number;Step Type;Thrust Rating;Flap_ID;End Point Altitude (ft);Rate Of Climb (ft/min);End Point CAS (kt);Accel Percentage (%)
737700;ICAO_B;4;3;Accelerate;MaxTakeoff;T_01;;1594.1;205.8;
737700;ICAO_B;4;4;Climb;MaxClimb;T_ZERO;3000.0;;;
737700;ICAO_B;4;5;Accelerate;MaxClimb;T_ZERO;;1774.4;250.0;
737700;ICAO_B;4;6;Climb;MaxClimb;T_ZERO;5500.0;;;
737700;ICAO_B;4;7;Climb;MaxClimb;T_ZERO;7500.0;;;
737700;ICAO_B;4;8;Climb;MaxClimb;T_ZERO;10000.0;;;
737700;ICAO_B;5;1;Takeoff;MaxTakeoff;T_5;;;;
737700;ICAO_B;5;2;Climb;MaxTakeoff;T_5;1000.0;;;
737700;ICAO_B;5;3;Accelerate;MaxTakeoff;T_01;;1438.9;211.5;
737700;ICAO_B;5;4;Climb;MaxClimb;T_ZERO;3000.0;;;
737700;ICAO_B;5;5;Accelerate;MaxClimb;T_ZERO;;1579.6;250.0;
737700;ICAO_B;5;6;Climb;MaxClimb;T_ZERO;5500.0;;;
737700;ICAO_B;5;7;Climb;MaxClimb;T_ZERO;7500.0;;;
737700;ICAO_B;5;8;Climb;MaxClimb;T_ZERO;10000.0;;;
737700;ICAO_B;6;1;Takeoff;MaxTakeoff;T_5;;;;
737700;ICAO_B;6;2;Climb;MaxTakeoff;T_5;1000.0;;;
737700;ICAO_B;6;3;Accelerate;MaxTakeoff;T_01;;1437.2;211.5;
737700;ICAO_B;6;4;Climb;MaxClimb;T_ZERO;3000.0;;;
737700;ICAO_B;6;5;Accelerate;MaxClimb;T_ZERO;;1579.1;250.0;
737700;ICAO_B;6;6;Climb;MaxClimb;T_ZERO;5500.0;;;
737700;ICAO_B;6;7;Climb;MaxClimb;T_ZERO;7500.0;;;
737700;ICAO_B;6;8;Climb;MaxClimb;T_ZERO;10000.0;;;
737800;DEFAULT;1;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;DEFAULT;1;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;DEFAULT;1;3;Accelerate;MaxTakeoff;T_05  ;;1885.7;181.7;
737800;DEFAULT;1;4;Accelerate;MaxTakeoff;T_01  ;;2112.0;204.8;
737800;DEFAULT;1;5;Climb;MaxTakeoff;T_00  ;2040.0;;;
737800;DEFAULT;1;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;DEFAULT;1;7;Accelerate;MaxClimb;T_00  ;;1891.3;250.0;
737800;DEFAULT;1;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;DEFAULT;1;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;DEFAULT;1;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;DEFAULT;2;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;DEFAULT;2;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;DEFAULT;2;3;Accelerate;MaxTakeoff;T_05  ;;1786.4;183.9;
737800;DEFAULT;2;4;Accelerate;MaxTakeoff;T_01  ;;2016.2;208.0;
737800;DEFAULT;2;5;Climb;MaxTakeoff;T_00  ;2000.0;;;
737800;DEFAULT;2;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;DEFAULT;2;7;Accelerate;MaxClimb;T_00  ;;1793.4;250.0;
737800;DEFAULT;2;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;DEFAULT;2;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;DEFAULT;2;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;DEFAULT;3;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;DEFAULT;3;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;DEFAULT;3;3;Accelerate;MaxTakeoff;T_05  ;;1707.7;186.2;
737800;DEFAULT;3;4;Accelerate;MaxTakeoff;T_05  ;;1922.0;211.2;
737800;DEFAULT;3;5;Climb;MaxTakeoff;T_00  ;1960.0;;;
737800;DEFAULT;3;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;DEFAULT;3;7;Accelerate;MaxClimb;T_00  ;;1705.3;250.0;
737800;DEFAULT;3;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;DEFAULT;3;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;DEFAULT;3;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;DEFAULT;4;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;DEFAULT;4;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;DEFAULT;4;3;Accelerate;MaxTakeoff;T_05  ;;1576.6;189.6;
737800;DEFAULT;4;4;Accelerate;MaxTakeoff;T_01  ;;1766.9;216.2;
737800;DEFAULT;4;5;Climb;MaxTakeoff;T_00  ;1880.0;;;
737800;DEFAULT;4;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;DEFAULT;4;7;Accelerate;MaxClimb;T_00  ;;1546.5;250.0;
737800;DEFAULT;4;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;DEFAULT;4;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;DEFAULT;4;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;DEFAULT;5;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;DEFAULT;5;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;DEFAULT;5;3;Accelerate;MaxTakeoff;T_05  ;;1444.9;192.9;
737800;DEFAULT;5;4;Accelerate;MaxTakeoff;T_01  ;;1628.6;220.7;
737800;DEFAULT;5;5;Climb;MaxTakeoff;T_00  ;1811.0;;;
737800;DEFAULT;5;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;DEFAULT;5;7;Accelerate;MaxClimb;T_00  ;;1412.2;250.0;
737800;DEFAULT;5;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;DEFAULT;5;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;DEFAULT;5;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;DEFAULT;6;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;DEFAULT;6;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;DEFAULT;6;3;Accelerate;MaxTakeoff;T_05  ;;1400.0;194.4;
737800;DEFAULT;6;4;Accelerate;MaxTakeoff;T_01  ;;1575.4;222.7;
737800;DEFAULT;6;5;Climb;MaxTakeoff;T_00  ;1785.0;;;
737800;DEFAULT;6;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;DEFAULT;6;7;Accelerate;MaxClimb;T_00  ;;1357.5;250.0;
737800;DEFAULT;6;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;DEFAULT;6;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;DEFAULT;6;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_A  ;1;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_A  ;1;2;Climb;MaxTakeoff;T_05  ;1500.0;;;
737800;ICAO_A  ;1;3;Climb;MaxClimb;T_05  ;3000.0;;;
737800;ICAO_A  ;1;4;Accelerate;MaxClimb;T_05  ;;1449.4;177.2;
737800;ICAO_A  ;1;5;Accelerate;MaxClimb;T_01  ;;1663.3;204.6;
737800;ICAO_A  ;1;6;Climb;MaxClimb;T_00  ;3807.0;;;
737800;ICAO_A  ;1;7;Accelerate;MaxClimb;T_00  ;;1896.8;250.0;
737800;ICAO_A  ;1;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_A  ;1;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_A  ;1;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_A  ;2;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_A  ;2;2;Climb;MaxTakeoff;T_05  ;1500.0;;;
737800;ICAO_A  ;2;3;Climb;MaxClimb;T_05  ;3000.0;;;
737800;ICAO_A  ;2;4;Accelerate;MaxClimb;T_05  ;;1372.3;179.6;
737800;ICAO_A  ;2;5;Accelerate;MaxClimb;T_01  ;;1579.3;207.8;
737800;ICAO_A  ;2;6;Climb;MaxClimb;T_00  ;3772.0;;;
737800;ICAO_A  ;2;7;Accelerate;MaxClimb;T_00  ;;1804.3;250.0;
737800;ICAO_A  ;2;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_A  ;2;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_A  ;2;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_A  ;3;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_A  ;3;2;Climb;MaxTakeoff;T_05  ;1500.0;;;
737800;ICAO_A  ;3;3;Climb;MaxClimb;T_05  ;3000.0;;;
737800;ICAO_A  ;3;4;Accelerate;MaxClimb;T_05  ;;1297.0;182.1;
737800;ICAO_A  ;3;5;Accelerate;MaxClimb;T_01  ;;1496.9;211.0;
737800;ICAO_A  ;3;6;Climb;MaxClimb;T_00  ;3737.0;;;
737800;ICAO_A  ;3;7;Accelerate;MaxClimb;T_00  ;;1701.8;250.0;
737800;ICAO_A  ;3;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_A  ;3;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_A  ;3;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_A  ;4;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_A  ;4;2;Climb;MaxTakeoff;T_05  ;1500.0;;;
737800;ICAO_A  ;4;3;Climb;MaxClimb;T_05  ;3000.0;;;
737800;ICAO_A  ;4;4;Accelerate;MaxClimb;T_05  ;;1194.2;185.8;
737800;ICAO_A  ;4;5;Accelerate;MaxClimb;T_01  ;;1352.1;214.8;
737800;ICAO_A  ;4;6;Accelerate;MaxClimb;T_00  ;;1548.2;250.0;
737800;ICAO_A  ;4;7;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_A  ;4;8;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_A  ;4;9;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_A  ;5;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_A  ;5;2;Climb;MaxTakeoff;T_05  ;1500.0;;;
737800;ICAO_A  ;5;3;Climb;MaxClimb;T_05  ;3000.0;;;
737800;ICAO_A  ;5;4;Accelerate;MaxClimb;T_05  ;;1078.9;189.4;
737800;ICAO_A  ;5;5;Accelerate;MaxClimb;T_01  ;;1233.3;217.4;
737800;ICAO_A  ;5;6;Accelerate;MaxClimb;T_00  ;;1403.6;250.0;
737800;ICAO_A  ;5;7;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_A  ;5;8;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_A  ;5;9;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_A  ;6;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_A  ;6;2;Climb;MaxTakeoff;T_05  ;1500.0;;;
737800;ICAO_A  ;6;3;Climb;MaxClimb;T_05  ;3000.0;;;
737800;ICAO_A  ;6;4;Accelerate;MaxClimb;T_05  ;;1037.8;190.9;
737800;ICAO_A  ;6;5;Accelerate;MaxClimb;T_01  ;;1182.7;218.6;
737800;ICAO_A  ;6;6;Accelerate;MaxClimb;T_00  ;;1349.5;250.0;
737800;ICAO_A  ;6;7;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_A  ;6;8;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_A  ;6;9;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_B  ;1;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_B  ;1;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;ICAO_B  ;1;3;Accelerate;MaxTakeoff;T_05  ;;1885.7;181.7;
737800;ICAO_B  ;1;4;Accelerate;MaxTakeoff;T_01  ;;2112.0;204.8;
737800;ICAO_B  ;1;5;Climb;MaxTakeoff;T_00  ;2040.0;;;
737800;ICAO_B  ;1;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;ICAO_B  ;1;7;Accelerate;MaxClimb;T_00  ;;1891.3;250.0;
737800;ICAO_B  ;1;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_B  ;1;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_B  ;1;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_B  ;2;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_B  ;2;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;ICAO_B  ;2;3;Accelerate;MaxTakeoff;T_05  ;;1786.4;183.9;
737800;ICAO_B  ;2;4;Accelerate;MaxTakeoff;T_01  ;;2016.2;208.0;
737800;ICAO_B  ;2;5;Climb;MaxTakeoff;T_00  ;2000.0;;;
737800;ICAO_B  ;2;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;ICAO_B  ;2;7;Accelerate;MaxClimb;T_00  ;;1793.4;250.0;
737800;ICAO_B  ;2;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_B  ;2;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_B  ;2;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_B  ;3;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_B  ;3;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;ICAO_B  ;3;3;Accelerate;MaxTakeoff;T_05  ;;1707.7;186.2;
737800;ICAO_B  ;3;4;Accelerate;MaxTakeoff;T_05  ;;1922.0;211.2;
737800;ICAO_B  ;3;5;Climb;MaxTakeoff;T_00  ;1960.0;;;
737800;ICAO_B  ;3;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;ICAO_B  ;3;7;Accelerate;MaxClimb;T_00  ;;1705.3;250.0;
737800;ICAO_B  ;3;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_B  ;3;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_B  ;3;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_B  ;4;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_B  ;4;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;ICAO_B  ;4;3;Accelerate;MaxTakeoff;T_05  ;;1576.6;189.6;
737800;ICAO_B  ;4;4;Accelerate;MaxTakeoff;T_01  ;;1766.9;216.2;
737800;ICAO_B  ;4;5;Climb;MaxTakeoff;T_00  ;1880.0;;;
737800;ICAO_B  ;4;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;ICAO_B  ;4;7;Accelerate;MaxClimb;T_00  ;;1546.5;250.0;
737800;ICAO_B  ;4;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_B  ;4;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_B  ;4;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_B  ;5;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_B  ;5;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;ICAO_B  ;5;3;Accelerate;MaxTakeoff;T_05  ;;1444.9;192.9;
737800;ICAO_B  ;5;4;Accelerate;MaxTakeoff;T_01  ;;1628.6;220.7;
737800;ICAO_B  ;5;5;Climb;MaxTakeoff;T_00  ;1811.0;;;
737800;ICAO_B  ;5;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;ICAO_B  ;5;7;Accelerate;MaxClimb;T_00  ;;1412.2;250.0;
737800;ICAO_B  ;5;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_B  ;5;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_B  ;5;10;Climb;MaxClimb;T_00  ;10000.0;;;
737800;ICAO_B  ;6;1;Takeoff;MaxTakeoff;T_05  ;;;;
737800;ICAO_B  ;6;2;Climb;MaxTakeoff;T_05  ;1000.0;;;
737800;ICAO_B  ;6;3;Accelerate;MaxTakeoff;T_05  ;;1400.0;194.4;
737800;ICAO_B  ;6;4;Accelerate;MaxTakeoff;T_01  ;;1575.4;222.7;
737800;ICAO_B  ;6;5;Climb;MaxTakeoff;T_00  ;1785.0;;;
737800;ICAO_B  ;6;6;Climb;MaxClimb;T_00  ;3000.0;;;
737800;ICAO_B  ;6;7;Accelerate;MaxClimb;T_00  ;;1357.5;250.0;
737800;ICAO_B  ;6;8;Climb;MaxClimb;T_00  ;5500.0;;;
737800;ICAO_B  ;6;9;Climb;MaxClimb;T_00  ;7500.0;;;
737800;ICAO_B  ;6;10;Climb;MaxClimb;T_00  ;10000.0;;;
7378MAX;DEFAULT;1;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;1;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;1;3;Accelerate;MaxClimb;D_05;;1336.0;174.0;
7378MAX;DEFAULT;1;4;Accelerate;MaxClimb;D_01;;1799.0;205.0;
7378MAX;DEFAULT;1;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;1;6;Accelerate;MaxClimb;D_00;;1681.0;250.0;
7378MAX;DEFAULT;1;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;1;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;1;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;DEFAULT;2;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;2;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;2;3;Accelerate;MaxClimb;D_05;;1284.0;176.0;
7378MAX;DEFAULT;2;4;Accelerate;MaxClimb;D_01;;1651.0;208.0;
7378MAX;DEFAULT;2;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;2;6;Accelerate;MaxClimb;D_00;;1619.0;250.0;
7378MAX;DEFAULT;2;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;2;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;2;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;DEFAULT;3;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;3;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;3;3;Accelerate;MaxClimb;D_05;;1229.0;177.0;
7378MAX;DEFAULT;3;4;Accelerate;MaxClimb;D_01;;1510.0;210.0;
7378MAX;DEFAULT;3;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;3;6;Accelerate;MaxClimb;D_00;;1544.0;250.0;
7378MAX;DEFAULT;3;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;3;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;3;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;DEFAULT;4;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;4;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;4;3;Accelerate;MaxClimb;D_05;;1144.0;181.0;
7378MAX;DEFAULT;4;4;Accelerate;MaxClimb;D_01;;1268.0;213.0;
7378MAX;DEFAULT;4;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;4;6;Accelerate;MaxClimb;D_00;;1414.0;250.0;
7378MAX;DEFAULT;4;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;4;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;4;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;DEFAULT;5;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;5;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;5;3;Accelerate;MaxClimb;D_05;;1032.0;184.0;
7378MAX;DEFAULT;5;4;Accelerate;MaxClimb;D_01;;1150.0;217.0;
7378MAX;DEFAULT;5;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;5;6;Accelerate;MaxClimb;D_00;;1292.0;250.0;
7378MAX;DEFAULT;5;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;5;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;5;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;DEFAULT;6;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;6;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;6;3;Accelerate;MaxClimb;D_05;;1001.0;185.0;
7378MAX;DEFAULT;6;4;Accelerate;MaxClimb;D_01;;1120.0;219.0;
7378MAX;DEFAULT;6;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;6;6;Accelerate;MaxClimb;D_00;;1263.0;250.0;
7378MAX;DEFAULT;6;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;6;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;6;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;DEFAULT;M;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;DEFAULT;M;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;DEFAULT;M;3;Accelerate;MaxClimb;D_05;;951.0;188.0;
7378MAX;DEFAULT;M;4;Accelerate;MaxClimb;D_01;;1058.0;221.0;
7378MAX;DEFAULT;M;5;Climb;MaxClimb;D_00;3000.0;;;
7378MAX;DEFAULT;M;6;Accelerate;MaxClimb;D_00;;1196.0;250.0;
7378MAX;DEFAULT;M;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;DEFAULT;M;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;DEFAULT;M;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;1;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;1;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;1;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;1;4;Accelerate;MaxClimb;D_05;;1300.0;174.0;
7378MAX;ICAO_A;1;5;Accelerate;MaxClimb;D_01;;1667.0;205.0;
7378MAX;ICAO_A;1;6;Accelerate;MaxClimb;D_00;;2370.0;250.0;
7378MAX;ICAO_A;1;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;1;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;1;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;2;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;2;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;2;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;2;4;Accelerate;MaxClimb;D_05;;1243.0;174.0;
7378MAX;ICAO_A;2;5;Accelerate;MaxClimb;D_01;;1524.0;207.0;
7378MAX;ICAO_A;2;6;Accelerate;MaxClimb;D_00;;2190.0;250.0;
7378MAX;ICAO_A;2;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;2;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;2;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;3;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;3;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;3;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;3;4;Accelerate;MaxClimb;D_05;;1190.0;176.0;
7378MAX;ICAO_A;3;5;Accelerate;MaxClimb;D_01;;1331.0;210.0;
7378MAX;ICAO_A;3;6;Accelerate;MaxClimb;D_00;;2131.0;250.0;
7378MAX;ICAO_A;3;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;3;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;3;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;4;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;4;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;4;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;4;4;Accelerate;MaxClimb;D_05;;1098.0;180.0;
7378MAX;ICAO_A;4;5;Accelerate;MaxClimb;D_01;;1221.0;211.0;
7378MAX;ICAO_A;4;6;Accelerate;MaxClimb;D_00;;1883.0;250.0;
7378MAX;ICAO_A;4;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;4;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;4;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;5;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;5;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;5;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;5;4;Accelerate;MaxClimb;D_05;;988.0;183.0;
7378MAX;ICAO_A;5;5;Accelerate;MaxClimb;D_01;;1101.0;216.0;
7378MAX;ICAO_A;5;6;Accelerate;MaxClimb;D_00;;1730.0;250.0;
7378MAX;ICAO_A;5;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;5;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;5;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;6;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;6;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;6;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;6;4;Accelerate;MaxClimb;D_05;;964.0;185.0;
7378MAX;ICAO_A;6;5;Accelerate;MaxClimb;D_01;;1073.0;217.0;
7378MAX;ICAO_A;6;6;Accelerate;MaxClimb;D_00;;1588.0;250.0;
7378MAX;ICAO_A;6;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;6;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;6;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_A;M;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_A;M;2;Climb;MaxTakeoff;D_05;1500.0;;;
7378MAX;ICAO_A;M;3;Climb;MaxClimb;D_05;3000.0;;;
7378MAX;ICAO_A;M;4;Accelerate;MaxClimb;D_05;;911.0;187.0;
7378MAX;ICAO_A;M;5;Accelerate;MaxClimb;D_01;;1012.0;220.0;
7378MAX;ICAO_A;M;6;Accelerate;MaxClimb;D_00;;1163.0;250.0;
7378MAX;ICAO_A;M;7;Climb;MaxClimb;D_00;5500.0;;;
7378MAX;ICAO_A;M;8;Climb;MaxClimb;D_00;7500.0;;;
7378MAX;ICAO_A;M;9;Climb;MaxClimb;D_00;10000.0;;;
7378MAX;ICAO_B;1;1;Takeoff;MaxTakeoff;D_05;;;;
7378MAX;ICAO_B;1;2;Climb;MaxTakeoff;D_05;1000.0;;;
7378MAX;ICAO_B;1;3;Accelerate;MaxTakeoff;D_01;;1734.0;178.0;
7378MAX;ICAO_B;1;4;Accelerate;MaxTakeoff;D_00;;2595.0;205.0;
7378MAX;ICAO_B;1;5;Climb;MaxClimb;D_00;3000.0;;;
