NPD_ID;Noise Metric;Op Mode;Power Setting;L_200ft;L_400ft;L_630ft;L_1000ft;L_2000ft;L_4000ft;L_6300ft;L_10000ft;L_16000ft;L_25000ft
2CF680;SEL;A;12000.0;99.3;95.0;91.9;88.5;82.5;76.2;71.7;67.2;62.3;57.6
2CF680;SEL;D;17000.0;100.0;95.6;92.6;89.3;83.7;77.6;73.1;68.5;63.4;58.4
2CF680;SEL;D;25000.0;100.3;96.7;93.9;90.9;85.9;79.8;75.4;70.5;65.2;59.8
2CF680;SEL;D;33000.0;103.3;99.9;97.3;94.5;89.7;83.6;79.2;74.3;69.0;63.5
2CF680;SEL;D;41000.0;106.2;103.1;100.8;98.2;93.6;87.6;83.1;78.1;72.5;66.8
2CF68D;EPNL;A;10020.0;101.6;97.0;93.0;89.0;82.1;75.5;70.1;64.3;58.1;52.3
2CF68D;EPNL;A;23190.0;110.9;106.0;102.2;98.7;90.1;81.7;75.7;69.3;62.5;55.9
2CF68D;EPNL;D;25940.0;110.7;104.2;100.2;96.2;89.5;81.2;75.2;68.4;61.2;54.2
2CF68D;EPNL;D;39180.0;112.2;106.7;103.2;99.5;93.2;86.2;80.7;74.2;67.2;60.2
2CF68D;EPNL;D;51530.0;114.7;110.2;107.2;104.2;98.7;92.4;88.0;82.0;75.2;68.5
2CF68D;EPNL;D;55500.0;117.2;112.7;110.0;107.2;101.8;96.2;91.7;86.7;80.2;73.7
2CF68D;LAmax;A;10020.0;97.7;91.0;85.8;81.1;73.0;64.5;58.5;51.7;44.8;38.3
2CF68D;LAmax;A;23190.0;103.3;96.5;91.5;86.5;77.5;68.3;61.7;54.6;47.5;40.4
2CF68D;LAmax;D;25940.0;101.9;94.6;89.8;85.0;77.5;68.9;62.6;55.3;47.5;37.2
2CF68D;LAmax;D;39180.0;104.2;97.6;93.1;89.0;81.7;73.4;66.8;60.1;52.2;42.2
2CF68D;LAmax;D;51530.0;108.4;102.1;97.8;93.5;86.7;78.9;72.8;66.3;58.7;49.2
2CF68D;LAmax;D;55500.0;111.4;105.1;100.8;96.5;88.7;82.4;76.3;70.3;62.7;54.0
2CF68D;PNLTM;A;10020.0;109.2;101.8;96.0;90.1;80.4;71.0;63.8;56.1;48.0;40.4
2CF68D;PNLTM;A;23190.0;118.5;110.8;105.2;99.8;88.4;77.2;69.4;61.1;52.4;44.0
2CF68D;PNLTM;D;25940.0;118.3;109.0;103.2;97.3;87.8;76.7;68.9;60.2;51.1;42.3
2CF68D;PNLTM;D;39180.0;119.8;111.5;106.2;100.6;91.5;81.7;74.4;66.0;57.1;48.3
2CF68D;PNLTM;D;51530.0;122.3;115.0;110.2;105.3;97.0;87.9;81.7;73.8;65.1;56.6
2CF68D;PNLTM;D;55500.0;124.8;117.5;113.0;108.3;100.1;91.7;85.4;78.5;70.1;61.8
2CF68D;SEL;A;10020.0;99.5;95.1;91.4;88.3;82.5;76.3;71.9;66.6;61.3;56.3
2CF68D;SEL;A;23190.0;105.1;100.6;97.1;93.7;87.0;80.1;75.1;69.5;64.0;58.4
2CF68D;SEL;D;25940.0;103.7;98.7;95.4;92.2;87.0;80.7;76.0;70.2;64.0;55.2
2CF68D;SEL;D;39180.0;106.0;101.7;98.7;96.2;91.2;85.2;80.2;75.0;68.7;60.2
2CF68D;SEL;D;51530.0;110.2;106.2;103.4;100.7;96.2;90.7;86.2;81.2;75.2;67.2
2CF68D;SEL;D;55500.0;113.2;109.2;106.4;103.7;98.2;94.2;89.7;85.2;79.2;72.0
2J155D;EPNL;A;500.0;91.4;86.0;81.8;77.1;69.0;59.9;54.0;47.4;40.7;34.3
2J155D;EPNL;A;1000.0;97.2;91.9;87.8;82.9;74.1;66.5;61.5;56.0;50.2;44.8
2J155D;EPNL;D;1500.0;107.4;102.0;97.8;92.5;82.3;71.7;64.4;58.0;52.0;46.3
2J155D;EPNL;D;2400.0;111.6;106.7;103.1;99.2;92.2;84.5;79.7;74.6;69.3;64.3
2J155D;EPNL;D;2800.0;114.1;109.0;105.1;100.7;94.0;85.3;80.2;75.3;70.0;65.0
2J155D;LAmax;A;500.0;87.0;79.3;74.0;68.2;59.0;49.2;42.4;35.2;27.6;20.0
2J155D;LAmax;A;1000.0;92.9;85.4;80.2;74.6;65.6;56.0;49.4;42.4;35.0;27.6
2J155D;LAmax;D;1500.0;98.3;90.9;85.7;80.1;71.2;61.7;55.1;48.1;40.7;33.4
2J155D;LAmax;D;2400.0;103.2;97.1;92.5;87.5;79.2;70.0;63.4;56.3;48.7;41.1
2J155D;LAmax;D;2800.0;107.7;101.4;96.9;91.8;83.5;74.2;67.7;60.6;53.0;45.4
2J155D;PNLTM;A;500.0;100.6;93.0;87.4;81.1;70.8;59.4;52.0;43.9;35.7;27.8
2J155D;PNLTM;A;1000.0;107.0;99.4;93.8;87.4;76.4;66.5;60.0;53.0;45.7;38.8
2J155D;PNLTM;D;1500.0;117.8;110.2;104.4;97.7;85.2;72.4;63.6;55.7;48.1;41.0
2J155D;PNLTM;D;2400.0;115.5;108.3;103.3;97.8;88.6;78.7;72.3;65.8;58.9;52.4
2J155D;PNLTM;D;2800.0;121.4;114.0;108.7;102.8;93.8;82.9;76.3;69.9;63.0;56.5
2J155D;SEL;A;500.0;87.3;81.9;78.1;73.8;66.9;59.3;54.0;48.3;42.3;36.2
2J155D;SEL;A;1000.0;93.3;88.1;84.4;80.3;73.6;66.3;61.1;55.6;49.7;43.8
2J155D;SEL;D;1500.0;99.5;94.3;90.6;86.5;79.9;72.6;67.5;62.0;56.1;50.3
2J155D;SEL;D;2400.0;106.2;102.4;99.3;95.8;89.8;82.8;77.8;72.2;66.1;59.9
2J155D;SEL;D;2800.0;109.9;106.0;102.9;99.4;93.3;86.4;81.3;75.7;69.6;63.4
2JT8D;EPNL;A;3000.0;107.0;102.4;98.7;94.4;87.0;78.6;73.0;66.4;59.0;49.4
2JT8D;EPNL;A;6000.0;110.3;105.8;102.1;97.9;91.0;83.0;77.3;71.0;63.3;54.1
2JT8D;EPNL;D;8000.0;112.9;108.4;104.7;100.9;94.0;86.2;80.6;74.7;67.6;59.3
2JT8D;EPNL;D;10000.0;115.7;111.5;108.0;104.3;98.0;90.8;85.9;80.3;73.8;66.1
2JT8D;EPNL;D;12000.0;119.3;115.2;112.0;108.6;102.8;96.1;91.8;86.5;80.5;73.5
2JT8D;EPNL;D;14000.0;123.9;119.9;117.1;113.0;108.0;101.7;97.3;92.9;87.5;81.1
2JT8D;LAmax;A;3000.0;102.6;94.6;88.6;82.3;73.8;64.5;58.0;51.0;42.8;34.4
2JT8D;LAmax;A;6000.0;105.4;97.9;91.5;85.8;77.2;68.5;61.9;55.1;47.1;38.5
2JT8D;LAmax;D;8000.0;108.6;100.7;95.6;89.9;81.8;73.2;66.5;59.9;52.0;43.8
2JT8D;LAmax;D;10000.0;111.6;104.3;99.5;94.6;86.3;77.7;71.8;64.9;57.2;48.9
2JT8D;LAmax;D;12000.0;115.9;108.9;104.3;99.4;91.1;82.8;76.8;70.1;62.8;54.6
2JT8D;LAmax;D;14000.0;120.8;113.4;109.4;104.5;96.4;88.2;82.3;75.8;68.6;60.9
2JT8D;PNLTM;A;3000.0;114.6;107.2;101.7;95.5;85.3;74.1;66.7;58.2;48.9;37.5
2JT8D;PNLTM;A;6000.0;117.9;110.6;105.1;99.0;89.3;78.5;71.0;62.8;53.2;42.2
2JT8D;PNLTM;D;8000.0;120.5;113.2;107.7;102.0;92.3;81.7;74.3;66.5;57.5;47.4
2JT8D;PNLTM;D;10000.0;123.3;116.3;111.0;105.4;96.3;86.3;79.6;72.1;63.7;54.2
2JT8D;PNLTM;D;12000.0;126.9;120.0;115.0;109.7;101.1;91.6;85.5;78.3;70.4;61.6
2JT8D;PNLTM;D;14000.0;131.5;124.7;120.1;114.1;106.3;97.2;91.0;84.7;77.4;69.2
2JT8D;SEL;A;3000.0;102.3;97.2;92.9;88.5;82.8;75.6;70.9;65.4;58.8;51.8
2JT8D;SEL;A;6000.0;106.1;100.5;96.7;93.0;87.2;80.9;76.1;70.7;64.1;56.9
2JT8D;SEL;D;8000.0;108.8;103.9;100.5;96.8;91.5;85.7;80.5;75.1;68.9;62.0
2JT8D;SEL;D;10000.0;111.4;107.2;104.3;101.1;95.7;89.5;85.0;79.8;73.5;66.7
2JT8D;SEL;D;12000.0;115.1;111.1;108.4;105.5;100.2;94.3;89.9;85.0;78.8;72.1
2JT8D;SEL;D;14000.0;119.8;115.9;113.3;110.5;105.4;99.7;95.3;90.3;84.5;78.4
2JT8D2;EPNL;A;4000.0;96.0;91.3;88.1;84.4;78.4;71.1;65.6;59.6;53.4;47.5
2JT8D2;EPNL;A;4667.0;97.0;92.3;89.0;85.3;79.3;72.2;66.7;60.7;54.6;48.7
2JT8D2;EPNL;A;5333.0;98.0;93.2;89.9;86.2;80.3;73.3;67.9;61.9;55.8;49.9
2JT8D2;EPNL;A;6000.0;99.1;94.2;90.8;87.1;81.2;74.3;69.0;63.0;57.0;51.1
2JT8D2;EPNL;D;9000.0;103.3;99.2;96.0;92.8;87.5;81.3;76.1;70.5;64.8;59.2
2JT8D2;EPNL;D;11000.0;105.6;101.4;98.3;95.1;89.7;83.6;78.5;72.9;67.2;61.7
2JT8D2;EPNL;D;13000.0;107.8;103.7;100.6;97.4;92.0;85.9;80.9;75.4;69.7;64.2
2JT8D2;EPNL;D;15000.0;110.0;106.0;103.0;99.7;94.3;88.2;83.4;77.8;72.2;66.7
2JT8D2;EPNL;D;17000.0;112.3;108.3;105.3;102.0;96.6;90.5;85.8;80.3;74.7;69.2
2JT8D2;EPNL;D;19000.0;114.5;110.6;107.6;104.3;98.8;92.8;88.3;82.7;77.1;71.7
2JT8D2;LAmax;A;4000.0;89.8;82.7;78.0;73.2;65.6;57.3;51.1;44.5;37.7;31.3
2JT8D2;LAmax;A;4667.0;90.8;83.6;79.0;74.2;66.6;58.2;52.0;45.4;38.6;32.2
2JT8D2;LAmax;A;5333.0;91.8;84.6;79.9;75.1;67.5;59.1;52.9;46.3;39.4;33.0
2JT8D2;LAmax;A;6000.0;92.9;85.6;80.9;76.1;68.4;60.0;53.8;47.1;40.3;33.9
2JT8D2;LAmax;D;9000.0;100.6;93.9;89.5;84.8;77.3;69.0;62.9;56.1;49.2;42.5
2JT8D2;LAmax;D;11000.0;103.0;96.3;91.9;87.2;79.6;71.2;65.0;58.2;51.2;44.4
2JT8D2;LAmax;D;13000.0;105.4;98.7;94.2;89.5;81.8;73.3;67.1;60.2;53.1;46.3
2JT8D2;LAmax;D;15000.0;107.8;101.1;96.6;91.8;84.1;75.5;69.2;62.2;55.1;48.2
2JT8D2;LAmax;D;17000.0;110.2;103.5;99.0;94.2;86.4;77.6;71.3;64.2;57.0;50.1
2JT8D2;LAmax;D;19000.0;112.6;105.9;101.4;96.5;88.6;79.8;73.4;66.2;59.0;52.0
2JT8D2;PNLTM;A;4000.0;103.0;95.1;90.1;84.7;76.1;66.6;59.7;52.2;44.5;37.2
2JT8D2;PNLTM;A;4667.0;104.1;96.2;91.2;85.8;77.1;67.6;60.7;53.2;45.5;38.1
2JT8D2;PNLTM;A;5333.0;105.1;97.3;92.2;86.9;78.2;68.6;61.7;54.1;46.5;39.1
2JT8D2;PNLTM;A;6000.0;106.1;98.4;93.3;87.9;79.2;69.7;62.7;55.1;47.4;40.0
2JT8D2;PNLTM;D;9000.0;112.7;105.8;101.1;96.3;88.3;79.4;72.8;65.4;57.9;50.6
2JT8D2;PNLTM;D;11000.0;115.2;108.3;103.5;98.5;90.5;81.6;75.0;67.6;60.0;52.8
2JT8D2;PNLTM;D;13000.0;117.6;110.7;105.9;100.8;92.7;83.7;77.1;69.7;62.2;54.9
2JT8D2;PNLTM;D;15000.0;120.1;113.2;108.3;103.1;94.9;85.9;79.3;71.9;64.3;57.1
2JT8D2;PNLTM;D;17000.0;122.6;115.6;110.7;105.4;97.1;88.1;81.4;74.0;66.5;59.2
2JT8D2;PNLTM;D;19000.0;125.0;118.1;113.0;107.6;99.3;90.3;83.6;76.2;68.6;61.4
2JT8D2;SEL;A;4000.0;91.5;87.5;84.7;81.9;77.1;71.6;67.2;62.4;57.5;52.9
2JT8D2;SEL;A;4667.0;92.6;88.5;85.8;82.9;78.1;72.6;68.2;63.4;58.5;53.8
2JT8D2;SEL;A;5333.0;93.7;89.6;86.8;83.9;79.1;73.6;69.2;64.4;59.4;54.8
2JT8D2;SEL;A;6000.0;94.7;90.6;87.8;84.9;80.1;74.6;70.2;65.4;60.4;55.7
2JT8D2;SEL;D;9000.0;100.1;96.3;93.7;91.0;86.3;80.8;76.6;71.6;66.5;61.7
2JT8D2;SEL;D;11000.0;102.4;98.7;96.1;93.3;88.6;83.0;78.7;73.7;68.7;63.8
2JT8D2;SEL;D;13000.0;104.8;101.0;98.5;95.6;90.9;85.2;80.9;75.9;70.8;65.9
2JT8D2;SEL;D;15000.0;107.1;103.4;100.8;98.0;93.1;87.4;83.1;78.0;72.9;68.0
2JT8D2;SEL;D;17000.0;109.5;105.7;103.2;100.3;95.4;89.6;85.2;80.2;75.0;70.1
2JT8D2;SEL;D;19000.0;111.8;108.1;105.5;102.7;97.7;91.8;87.4;82.3;77.2;72.2
2JT8DH;EPNL;A;3000.0;98.2;92.9;89.5;85.6;78.4;70.5;64.7;58.2;49.6;40.5
2JT8DH;EPNL;A;6000.0;101.9;97.3;93.7;89.8;83.9;76.9;71.6;66.3;59.9;50.8
2JT8DH;EPNL;D;8000.0;104.8;100.3;96.9;93.3;87.5;80.5;75.6;69.7;63.1;55.2
2JT8DH;EPNL;D;10000.0;108.2;103.9;100.9;97.3;91.6;84.6;79.9;74.5;68.7;62.7
2JT8DH;EPNL;D;12000.0;111.3;107.3;104.3;101.0;95.4;88.5;83.7;78.2;71.7;64.7
2JT8DH;EPNL;D;14000.0;114.3;110.5;107.6;104.4;99.1;92.9;88.3;82.7;76.7;70.7
2JT8DH;LAmax;A;3000.0;88.6;83.0;76.9;71.2;62.7;54.1;48.0;41.2;33.4;25.2
2JT8DH;LAmax;A;6000.0;93.9;88.7;84.5;79.9;72.5;64.0;57.8;50.8;42.9;34.3
2JT8DH;LAmax;D;8000.0;101.1;94.5;90.0;85.2;77.5;68.8;62.5;55.4;47.3;38.7
2JT8DH;LAmax;D;10000.0;103.5;96.9;92.5;87.7;79.9;71.2;64.8;57.6;49.6;41.2
2JT8DH;LAmax;D;12000.0;108.0;101.4;97.0;92.2;84.5;75.8;69.4;62.4;54.4;45.9
2JT8DH;LAmax;D;14000.0;110.7;104.2;99.8;95.1;87.5;79.0;72.8;65.9;58.2;50.0
2JT8DH;PNLTM;A;3000.0;104.1;97.0;90.5;83.3;73.6;63.7;56.4;47.9;37.1;25.4
2JT8DH;PNLTM;A;6000.0;109.1;101.6;96.8;91.8;83.6;74.2;67.5;60.0;51.5;39.9
2JT8DH;PNLTM;D;8000.0;113.5;106.6;101.8;96.5;88.0;78.7;71.9;64.3;55.5;45.1
2JT8DH;PNLTM;D;10000.0;115.8;108.8;103.9;98.8;90.4;81.5;74.9;67.5;59.6;51.0
2JT8DH;PNLTM;D;12000.0;120.3;113.4;108.6;103.4;95.2;86.1;79.5;72.0;63.5;54.0
2JT8DH;PNLTM;D;14000.0;122.8;116.0;111.5;106.7;98.8;89.9;83.4;76.1;67.9;59.3
2JT8DH;SEL;A;3000.0;92.6;88.5;85.0;81.2;75.5;69.0;64.1;58.5;51.9;44.9
2JT8DH;SEL;A;6000.0;97.9;93.6;90.8;87.9;83.0;76.7;71.7;65.9;59.2;51.8
2JT8DH;SEL;D;8000.0;99.5;95.8;93.2;90.3;85.4;79.0;73.8;67.9;61.1;53.6
2JT8DH;SEL;D;10000.0;103.6;99.9;97.3;94.4;89.5;83.0;77.8;71.8;65.0;57.7
2JT8DH;SEL;D;12000.0;107.2;103.5;100.9;98.0;93.1;86.7;81.5;75.6;68.9;61.5
2JT8DH;SEL;D;14000.0;110.8;107.2;104.6;101.8;97.0;90.6;85.6;79.9;73.4;66.4
2JT8DL;EPNL;A;3000.0;98.9;94.0;90.5;86.3;79.1;71.4;65.5;59.6;51.7;41.9
2JT8DL;EPNL;A;6000.0;102.0;97.7;94.3;90.5;84.1;76.7;71.2;65.5;58.8;50.2
2JT8DL;EPNL;D;8000.0;106.8;102.1;98.7;94.6;88.2;80.9;75.8;69.9;63.0;55.1
2JT8DL;EPNL;D;10000.0;109.6;105.3;102.0;98.2;92.0;85.0;79.9;74.0;67.3;60.6
2JT8DL;EPNL;D;12000.0;112.8;108.3;105.3;101.8;96.0;89.0;84.1;78.5;71.9;65.1
2JT8DL;EPNL;D;14000.0;115.5;111.5;108.6;105.3;99.5;92.7;88.1;82.8;76.8;70.5
2JT8DL;LAmax;A;3000.0;92.7;85.7;80.8;75.8;67.8;59.0;52.6;45.4;37.2;28.7
2JT8DL;LAmax;A;6000.0;96.7;89.9;85.3;80.4;72.4;63.6;57.2;50.0;41.8;33.2
2JT8DL;LAmax;D;8000.0;102.0;95.2;90.7;85.8;77.8;69.0;62.6;55.5;47.3;38.7
2JT8DL;LAmax;D;10000.0;105.7;98.5;93.9;89.0;81.0;72.2;65.8;58.6;50.6;42.0
2JT8DL;LAmax;D;12000.0;109.3;102.5;98.0;93.2;85.3;76.5;70.0;62.9;54.9;46.4
2JT8DL;LAmax;D;14000.0;112.5;105.8;101.3;96.4;88.5;79.5;72.9;65.7;57.6;49.1
2JT8DL;PNLTM;A;3000.0;106.1;99.0;93.8;87.9;78.2;68.2;60.9;52.9;42.9;30.6
2JT8DL;PNLTM;A;6000.0;110.3;103.0;98.0;92.5;83.0;73.6;66.7;58.9;50.1;38.9
2JT8DL;PNLTM;D;8000.0;115.0;108.0;103.0;97.5;88.4;78.9;72.0;64.2;55.2;44.9
2JT8DL;PNLTM;D;10000.0;118.1;111.2;106.3;100.8;91.5;82.1;75.2;67.5;58.6;49.4
2JT8DL;PNLTM;D;12000.0;121.5;114.7;109.8;104.5;95.9;86.6;79.9;72.4;63.7;54.1
2JT8DL;PNLTM;D;14000.0;125.0;118.1;113.3;107.9;99.0;89.8;83.4;76.2;68.0;59.1
2JT8DL;SEL;A;3000.0;94.7;90.2;87.0;83.7;78.4;71.7;66.5;60.4;53.5;46.1
2JT8DL;SEL;A;6000.0;97.9;94.0;91.2;88.2;83.0;76.5;71.2;65.2;58.3;50.8
2JT8DL;SEL;D;8000.0;101.2;97.3;94.5;91.5;86.3;79.7;74.5;68.5;61.6;54.1
2JT8DL;SEL;D;10000.0;104.6;101.3;98.4;95.3;90.1;83.6;78.3;72.4;65.5;58.1
2JT8DL;SEL;D;12000.0;108.1;104.7;101.9;99.0;94.0;87.4;82.1;76.2;69.4;62.1
2JT8DL;SEL;D;14000.0;111.7;108.0;105.3;102.4;97.3;90.6;85.3;79.2;72.3;65.0
2JT8DN;EPNL;A;3000.0;99.7;94.2;90.3;86.0;79.0;71.4;66.0;60.3;54.2;48.1
2JT8DN;EPNL;A;5000.0;103.3;97.7;93.8;89.5;82.7;75.4;70.3;64.9;59.1;53.3
2JT8DN;EPNL;D;6000.0;100.6;96.6;93.6;90.3;84.4;78.5;74.1;69.3;64.1;58.8
2JT8DN;EPNL;D;8000.0;104.6;100.7;97.7;94.4;88.9;82.8;78.5;73.7;68.6;63.5
2JT8DN;EPNL;D;10000.0;108.4;104.5;101.6;98.4;93.0;86.9;82.5;77.8;72.7;67.6
2JT8DN;EPNL;D;12000.0;111.3;107.7;104.9;101.8;96.6;90.7;86.5;81.9;76.9;71.9
2JT8DN;EPNL;D;14000.0;114.5;110.9;108.2;105.1;99.9;94.0;89.8;85.3;80.3;75.3
2JT8DN;EPNL;D;16000.0;117.4;113.7;111.0;107.9;102.7;96.9;92.7;88.1;83.2;78.2
2JT8DN;LAmax;A;3000.0;90.6;84.2;79.7;74.9;67.3;59.2;53.6;47.7;41.5;35.4
2JT8DN;LAmax;A;5000.0;95.8;89.3;84.8;80.0;72.4;64.3;58.8;52.9;46.6;40.5
2JT8DN;LAmax;D;6000.0;96.8;90.8;86.5;81.8;74.1;65.8;59.9;53.7;47.0;40.4
2JT8DN;LAmax;D;8000.0;101.2;95.2;90.9;86.1;78.5;70.2;64.4;58.2;51.6;45.0
2JT8DN;LAmax;D;10000.0;105.1;99.1;94.7;90.0;82.3;73.8;67.9;61.6;54.8;48.0
2JT8DN;LAmax;D;12000.0;108.5;102.5;98.1;93.3;85.5;77.0;71.0;64.6;57.8;51.0
2JT8DN;LAmax;D;14000.0;111.4;105.4;101.0;96.3;88.5;80.1;74.1;67.8;60.9;54.2
2JT8DN;LAmax;D;16000.0;113.8;107.8;103.4;98.7;90.9;82.5;76.5;70.1;63.3;56.6
2JT8DN;PNLTM;A;3000.0;105.8;98.1;92.7;86.9;77.7;67.7;60.9;53.6;46.0;38.4
2JT8DN;PNLTM;A;5000.0;110.4;102.5;97.1;91.3;82.2;72.5;65.9;58.9;51.6;44.4
2JT8DN;PNLTM;D;6000.0;109.3;102.7;98.0;92.9;84.7;75.7;69.5;62.8;55.7;48.7
2JT8DN;PNLTM;D;8000.0;113.4;107.0;102.4;97.4;89.2;80.4;74.2;67.6;60.5;53.5
2JT8DN;PNLTM;D;10000.0;117.2;110.7;106.1;101.0;92.8;84.0;77.8;71.1;64.1;57.0
2JT8DN;PNLTM;D;12000.0;120.9;114.2;109.5;104.4;96.2;87.4;81.2;74.7;67.8;60.9
2JT8DN;PNLTM;D;14000.0;123.5;116.9;112.2;107.2;99.1;90.4;84.3;77.9;71.0;64.3
2JT8DN;PNLTM;D;16000.0;125.8;119.2;114.5;109.5;101.4;92.7;86.7;80.2;73.4;66.6
2JT8DN;SEL;A;3000.0;94.0;90.4;87.5;84.2;78.4;71.7;66.7;61.3;55.3;49.3
2JT8DN;SEL;A;5000.0;98.5;94.9;92.1;88.8;83.0;76.3;71.4;66.0;60.0;53.9
2JT8DN;SEL;D;6000.0;98.6;94.8;92.0;88.8;83.4;77.4;73.0;68.3;63.1;57.9
2JT8DN;SEL;D;8000.0;102.7;99.0;96.1;92.9;87.6;81.5;77.2;72.5;67.4;62.3
2JT8DN;SEL;D;10000.0;106.6;102.9;100.0;96.8;91.3;85.1;80.7;75.9;70.6;65.3
2JT8DN;SEL;D;12000.0;110.2;106.4;103.5;100.2;94.7;88.4;83.9;79.0;73.7;68.3
2JT8DN;SEL;D;14000.0;113.1;109.5;106.7;103.5;98.0;91.8;87.3;82.4;77.0;71.6
2JT8DN;SEL;D;16000.0;115.9;112.3;109.5;106.3;100.8;94.6;90.1;85.2;79.8;74.4
2JT8DQ;EPNL;A;3000.0;98.6;94.4;91.1;87.4;81.4;74.4;69.1;63.0;55.5;46.8
2JT8DQ;EPNL;A;6000.0;104.4;100.2;96.9;93.2;87.2;80.2;74.9;68.8;61.3;52.6
2JT8DQ;EPNL;D;8000.0;108.7;104.5;101.3;97.7;91.8;85.1;80.0;74.3;67.3;59.1
2JT8DQ;EPNL;D;10000.0;113.2;109.2;106.0;102.5;96.6;90.2;85.5;80.1;73.6;66.0
2JT8DQ;EPNL;D;12000.0;117.8;113.8;110.7;107.3;101.7;95.4;91.0;86.0;80.0;73.0
2JT8DQ;EPNL;D;14000.0;122.8;118.9;115.9;112.6;107.2;101.1;97.0;92.4;87.0;80.6
2JT8DQ;LAmax;A;3000.0;94.9;88.2;83.6;78.6;70.8;62.3;56.1;49.2;41.3;32.8
2JT8DQ;LAmax;A;6000.0;99.1;92.4;87.8;82.8;75.0;66.5;60.3;53.4;45.5;37.0
